text,true_label,predicted_label,probability,confidence
“الفندق جيدجدا وقريب جدا من الحرم النبوي”. . التكييف بالغرفه غبر جيد,0,1,0.9692441821098328,High
“الفندق جميل جدا”. كل شي. عدم وجود مواقف السيارات,0,1,0.9951323866844177,High
“مجرد اقامه بسعر رخيص . .,0,1,0.9754540324211121,High
“ممتازه”. ممتاز. يرجي زياده موظفي الاستقبال,0,1,0.9636661410331726,High
“الفندق جميل جدا. ..الخدمه. .الموظفين. .فوق الممتاز”. الفندق ممتاذ جدا.,0,1,0.9972422122955322,High
“الراحه النفسيه”. تعامل طاقم العمل الراقي. مواقف السيارات,0,1,0.99186772108078,High
“كويس علي سعره لكن بعيد”. السعرالنت مقبولالمسبح والعاب الاطفالسعه الشقهكل غرفه حمام سوبر ماركت وصيدليه ومطعم تحت الفندقالمواقفالاطلالهالبلكونه. الموظفينالمناشفادوات الحمامالدش - الشاورالسرير مقبول وجيد مقابل السعر,0,1,0.953306257724762,High
“افضل فندق بالوقت الحالي”. . عدو وجود بعض المواد الاستهلاكيه منظف الاذان,0,1,0.9511575102806091,High
“مكان ممتع لجميع افراد الاسره”. حسن الاستقبال وهدوء المكان.. الشاليهات لا يوجد بها ادوات مطبخ وتحتاج الي صيانه دوريه.,0,1,0.9896355271339417,High
“السعر غالي”. موقع الفندق وفخامته. استخدام مصعديين للوصول لغرفتي,0,1,0.993622362613678,High
“فرصه لي التحسين”. . اسلوب موظف الاستقبال غير لائق مع الزبائن,0,1,0.9016767144203186,High
“ممتعه”. فريق العمل متعاون جدا المنظر رائعتجهيزات الغرفه جدا ممتازه. خزانات الملابس تبع المسبح كانت جميعها مقلقه وتم اخباري بتسليمها لمشتركي الجيم مما يعني لامكان لوضع ملابسنا اثناء السباحه,0,1,0.9934914708137512,High
“حياه ريجينسي اسلوب حياه”. كان العشاء جميلا وكان الشيف نوبي ذو حبره عاليه في اعداد الطعام وكذلك الاستاذ محمد كرزازي متفاهم ومنفني جدا في تسيهيل العقبات فلهم كل الشكر حيث سهل. فقط اعطاء الضيف امكانيه تحويل نوع الوجبه الممنوحه له سواء من افطار الي عشاء اوغداء,0,1,0.9918093085289001,High
“شقق فندقيه”. شقق فندقيه يوجد كوفي خارجي تابع للشقق كما يوجد بجوار ها اسواق المزرعه يعتبر السكن بها معقول عزل الصوت ملاحظه مهمه لا يوجد بها عزل الصوت عند مروري بالشقق المجاوره تسمع الاصوات بوضوح ل. لا يوجد بها مناشف ولا صابون,0,1,0.9587401151657104,High
