text,true_label,predicted_label,probability,confidence
“موظفي الاستقبال”. الافطار. لم اري اسوا من موظفي استقبالهم في اي فندق,1,0,0.9384162425994873,High
“الغرفه ضيقه”. . عدم وجود مساحه كافيه في الغرفه بختصار الغرفه ضيقه,1,0,0.9611560702323914,High
“فندق رائح لمحبي الاستجمام والبعد عن زحمه المدن ( فندق هادئ جدا )”. هدوء المكان. خدمه ضعيفه الي حد ما,1,0,0.8536688685417175,High
“فهد ابراهيم”. لا شيء. الانترنت سيء جدا,1,0,0.997105062007904,High
“السعر غالي”. . السعو,1,0,0.9724686741828918,High
“يجب تغيير طاقم الاستقبال”. اعجبني الموقع. لم يعجبني معامله موظفي الاستقبال خلال تسجيل الدخول والخروج,1,0,0.9826110005378723,High
“الموقع فقط”. موقعه بجانب الحرم وقريب لمدخل النساءوالواي فاي مجاني. المواقف ليست مجانيه و المصاعد وقت الصلاه تاخذ وقت طويل حتي تركب فيها من كثره الزحام السعر في وقت الزحام غالي وجرس الحريق يشتغل في اوقات تزعجك من نومك بدون اي سبب,1,0,0.9188345074653625,High
“مواقفها خايسه وكثير علقو بوسطها وانا منهم وبصعوبه طلعت”. . مواقفها وفرض رسوم غير الاجار لسياره,1,0,0.9925732612609863,High
“تجربه سيئه”. قربه من الجي بي ار. الاستقبال بطيء ويوجد موضف مصري في المسبح طلبت منه شيشه مع لي طبي طلب من بخشيش يقول قيمت لي الشيشه الطبي 25 درهم وعندما طلبت فاتوره قال هذا بدون فاتوره,1,0,0.9958199262619019,High
“يحب فلوس التامين و عدم اعادتها”. . سحب مال التامين و عدم اعادتها,1,0,0.7817539572715759,Medium
“فندق بدون انترنت نهائيا”. افطار منوع. عند وصولنا في ليله الحجز اخبرونا في الاستقبال ان خدمه الانترنت قد انتهي وقت استخدامها وتم اغلاقها. و اني اذا كنت محتاج للانترنت فيمكنني الذهاب للمقهي المجاور.. امر غريب جدا,1,0,0.9593995809555054,High
“اخلاقهم عاليه تفتح نفسك للايجار”. . عدم وجود بلاك اوت للنوافذ، والازعاج من السيارات,1,0,0.9913305044174194,High
“عدم وجود الشيف”. . عدم توفر الشيف بالافطار,1,0,0.7388962507247925,Medium
“النظافه”. اعجبتني النظافه في المنتجع. اللذي لم يعجبني هو عدم وجود بقاله او ماركت ، وايضا لم يعجبني الشاطي فالسباحه فيه سيئه لانه ليس نظيف ولم يهيء للسباحه اصلا فهناك الطحالب والاحجار والكثير منها ايضا ..,1,0,0.9231293797492981,High
“مقبول نوعا ما”. الاطلاله. الافطار سيء جدا,1,0,0.7145387530326843,Medium
“يحتاج تجديد”. الوصول للفندق صعب ويضيع شوي. الاكل في مطعم البويه. غالي مقابل لجوده الاكل والتنوع,1,0,0.9798479676246643,High
“جيد”. الموقع فقط. الغرفه من الطراز القديم لايوجد واي فاي بالغرف مجانا,1,0,0.9710497856140137,High
“الفندق نوعا ما جيد بالنسبه الا السعر انصح به”. . المغسله لا تصرف الماء,1,0,0.9395102262496948,High
“طرشت الملح”. دخول الفندق سريع. تاخير في وصول السياره والسعر مبالغ فيه,1,0,0.9920459985733032,High
“فندق موقعه غلط”. الوايفاي مجانا بالغرف. موقع الفندق بعيد لازم تمشي مسافات بعيده لكل شي,1,0,0.9518062472343445,High
"“توقعاتنا كانت اعلي من مستوي الفندق”. . تاخر موعد استلامنا للغرفه بعد موعر "" chick in "" حيث تم التواصل مع الطاقم ولا زال التاخير قائم رغم وعودهم بان الغرفه ستجهز خلال دقائق ولكن التاخير استمر الي 3 ساعات. مما ادي لضيقنا من طريقه استجابتهم للموضوع.",1,0,0.9742291569709778,High
“جيده لكن لن اكررها”. نظافه الفندق وتصميم الغرفه. في اللوبي بار مكشوف والاصوات الموسيقي عاليه لايصلح للعوائل الخليجيه المحافظه,1,0,0.9526051878929138,High
